name	university	text	link
Mechanical Engineering B.S.	University of California, Los Angeles	The Mechanical Engineering program is designed to provide basic knowledge in thermodynamics, fluid mechanics, heat transfer, solid mechanics, mechanical design, dynamics, control, mechanical systems, manufacturing, and materials. The program includes fundamental subjects important to all mechanical engineers.	http://newstudents.ucla.edu/studyarea/?type=MAJ&code=330
Materials Engineering B.S.	University of California, Los Angeles	The materials engineering program is designed for students who wish to pursue a professional career in the materials field and desire a broad understanding of the relationship between microstructure and properties of materials. Metals, ceramics, and polymers, as well as the design, fabrication, and testing of metallic and other materials such as oxides, glasses, and fiber-reinforced composites, are included in the course contents. Students are introduced to the basic principles of metallurgy and ceramic and polymer science as part of the Materials Engineering major.	http://newstudents.ucla.edu/studyarea/?type=MAJ&code=336
Electrical Engineering B.S.	University of California, Los Angeles	The undergraduate curriculum provides all Electrical Engineering majors with preparation in the mathematical and scientific disciplines that lead to a set of courses that span the fundamentals of the three major departmental areas of signals and systems, circuits and embedded systems, and physical wave electronics. These collectively provide an understanding of inventions of importance to society, such as integrated circuits, embedded systems, photonic devices, automatic computation and control, and telecommunication devices and systems.	http://newstudents.ucla.edu/studyarea/?id=84
Computer Science and Engineering B.S.	University of California, Los Angeles	The Computer Science and Engineering curriculum at UCLA provides students with the education and training necessary to design, implement, test, and utilize the hardware and software of digital computers and digital systems. The curriculum has components spanning both the Computer Science and Electrical and Computer Engineering departments. The curriculum covers all aspects of computer systems from electronic design through logic design, MSI, LSI, and VLSI concepts; device utilization, machine language design, implementation and programming, operating system concepts, systems programming, networking fundamentals, and higher-level language skills; and their application. Students are prepared for employment in a wide spectrum of high-technology industries. The computer science and engineering program is accredited by the Computing Accreditation Commission and the Engineering Accreditation Commission of ABET.	http://newstudents.ucla.edu/studyarea/?type=MAJ&code=193
Computer Science B.S.	University of California, Los Angeles	The Computer Science curriculum is designed to accommodate students who want professional preparation in computer science but do not necessarily have a strong interest in computer systems hardware. The curriculum consists of components in computer science, a minor or technical support area, and a core of courses from the social sciences, life sciences, and humanities. Within the curriculum, students study subject matter in software engineering, principles of programming languages, data structures, computer architecture, theory of computation and formal languages, operating systems, distributed systems, computer modeling, computer networks, compiler construction, and artificial intelligence. Majors are prepared for employment in a wide range of industrial and business environments.	http://newstudents.ucla.edu/studyarea/?type=MAJ&code=201
Computer Engineering B.S.	University of California, Los Angeles	The undergraduate curriculum provides all computer engineering students with preparation in the mathematical and scientific disciplines that lead to a set of courses that span the fundamentals of the discipline in the major areas of data science and embedded networked systems. These collectively provide an understanding of many inventions of importance to our society, such as the Internet of Things, human-cyber-physical systems, mobile/wearable/implantable systems, robotic systems, and more generally smart systems at all scales in diverse spheres. The design of hardware, software, and algorithmic elements of such systems represents an already dominant and rapidly growing part of the computer engineering profession. Students are encouraged to make use of their computer science and electrical and computer engineering electives and a two-quarter capstone design course to pursue deeper knowledge within one of these areas according to their interests, whether for graduate study or preparation for employment.	http://newstudents.ucla.edu/studyarea/?id=413
Chemical Engineering B.S.	University of California, Los Angeles	The Chemical Engineering curricula offer a high-quality, professionally oriented education in modern chemical engineering. The biomedical engineering, biomolecular engineering, environmental engineering, and semiconductor manufacturing engineering options provide students with an opportunity for exposure to a subfield of chemical and biomolecular engineering. In all cases, balance is sought between engineering science and practice.	http://newstudents.ucla.edu/studyarea/?type=MAJ&code=294
Aerospace Engineering B.S.	University of California, Los Angeles	The Aerospace Engineering program is concerned with the design and construction of various types of fixed-wing and rotary-wing (helicopters) aircraft used for air transportation and national defense. It is also concerned with the design and construction of spacecraft, the exploration and utilization of space, and related technological fields.	http://newstudents.ucla.edu/studyarea/?type=MAJ&code=279
World Arts and Cultures B.A.	University of California, Los Angeles	Three streams of cross-cultural and interdisciplinary study are available in the World Arts and Cultures major: arts activism, critical ethnographies, and visual cultures. Students are introduced to all three streams through introductory courses the first year and then by a pyramidal progression, they develop intermediate knowledge in two streams followed by advanced knowledge in the stream selected as the individual specialty. Four lower-division and three upper-division core courses are required to establish interdisciplinary relationships between theory and discourse, methods, and experience. Representation is studied within societies—as people understand their own lives and the world around them—and then from the outside looking in through humanistic scholarship.	http://newstudents.ucla.edu/studyarea/?type=MAJ&code=932
Design | Media Arts B.A.	University of California, Los Angeles	The undergraduate program begins with the study of basic design elements and processes: form, color, drawing, letterforms and typography, motion, and interactivity. Historical perspectives and social issues are also introduced. At the upper-division level, studio courses explore current uses of interactive media and new directions in visual communication design, including the study of time and motion, as well as virtual form and space in computer-generated environments. Through a balance of courses in theory, criticism, and practice, students develop an understanding of design principles. Most courses are taught as studios of no more than 22 students, which encourages individual growth and fosters a sense of community within the department.	http://newstudents.ucla.edu/studyarea/?type=MAJ&code=207
Dance B.A.	University of California, Los Angeles	All students take a set of courses as preparation for the Dance major that focus on the integration of dance and critical analysis. For students who transfer into the major, depending on the year of entry and prior coursework, lower-division preparatory coursework may be waived or substituted. When students enter the major, they continue their studies of dance technique, composition, and analysis, and they also enroll in a primary and secondary research area.	http://newstudents.ucla.edu/studyarea/?type=MAJ&code=210
Art B.A.	University of California, Los Angeles	The department empowers students to reshape their worlds through critical inquiry and transformative creativity.	http://newstudents.ucla.edu/studyarea/?type=MAJ&code=090
Architectural Studies B.A.	University of California, Los Angeles	The BA in Architectural Studies is a two-year program with focus on the built environment. The curriculum visualizes architecture as a cultural, creative, and technical practice and a discipline with direct social impact. Within the context of a liberal arts education, a finely balanced set of architecture and urban design courses, ranging from the history and theory of design to contemporary building technologies, provides students with a diverse foundation of knowledge in the field of architecture and prepares them for graduate school and/or careers in a wide range of fields.	http://newstudents.ucla.edu/studyarea/?type=MAJ&code=00A1
Statistics B.S.	University of California, Los Angeles	The Statistics major is designed to provide a general introduction to the practice of statistics for students who intend to pursue study at the graduate level or seek employment in industry or government. Courses are selected to provide sufficient theoretical background for future graduate-level research work, exposure to modern techniques and practices, and experience in fields of application.	http://newstudents.ucla.edu/studyarea/?type=MAJ&code=891
Spanish B.A.	University of California, Los Angeles	The Spanish major is dedicated to the study and teaching of one of the languages, literatures, and cultures of the Hispanic heritage. It maintains a strong commitment to the value of original research and professional instruction at all levels of its activities. Whether studying for the B.A., M.A., or Ph.D. degree, students are given careful guidance in the choice of courses and in the preparation of a study program. The richness of Hispanic culture is amply represented in the extensive range of courses in language, linguistics, and literature. Although the literatures of Spain and Spanish America predominate, courses are also offered in Chicano literature. The breadth of courses offered by the department allows undergraduate students to pursue many possible interests and enables graduate students to concentrate in depth in several areas of specialization.	http://newstudents.ucla.edu/studyarea/?type=MAJ&code=882
Sociology B.A.	University of California, Los Angeles	Sociology has a particular appeal to those students whose interests are broad and unspecialized. At both the undergraduate and graduate levels, students study history, politics, statistics and mathematics, race relations, demography, psychology, language, and many other topics. A sociology student becomes a member of an intellectual community in which all these interests are represented.	http://newstudents.ucla.edu/studyarea/?type=MAJ&code=867
Russian Studies B.A.	University of California, Los Angeles	The major in Russian Studies is designed for students who wish to complement mastery of the language with an array of courses on Russian history, politics, literature, and culture.	http://newstudents.ucla.edu/studyarea/?type=MAJ&code=824
Study of Religion B.A.	University of California, Los Angeles	The UCLA major in the Study of Religion is designed to give students a broad humanistic perspective. It introduces students to several religious traditions and thus to an appreciation of the very nucleus of civilization in various periods of history and various parts of the world, as well as to an understanding of fundamental human orientations. The program also provides opportunity to study one or more particular religious traditions in greater depth. Cohesion and integrity in the program are furthered by courses dealing with philosophical problems in religion, sociological analysis, and general anthropological theories and reflections.	http://newstudents.ucla.edu/studyarea/?type=MAJ&code=890
Psychobiology B.S.	University of California, Los Angeles	The Psychobiology major is designed for students who plan to go on to postgraduate work in physiological psychology, neuroscience, behavioral aspects of biology, or the health sciences. Psychobiology is the study of behavior from a biological perspective. It includes neural, experimental psychological, natural history, genetic, comparative/evolutionary, and developmental approaches to understanding human and animal behavior.	http://newstudents.ucla.edu/studyarea/?type=MAJ&code=777
Psychology B.A.	University of California, Los Angeles	The Psychology major is the most general of the three majors and offers both broad and in-depth coverage of the fundamental and traditional areas of psychology. It provides students with a strong foundation for postgraduate education in psychology and can serve as excellent background to prepare them for further training in such fields as law, education, government and public policy, business, and many of the health-related professions. Its basic liberal-arts orientation also provides students with an excellent foundation for immediate postbaccalaureate careers in many areas, particularly ones in which an understanding of human behavior and its diversity of expression would be an asset.	http://newstudents.ucla.edu/studyarea/?type=MAJ&code=780
Portuguese and Brazilian Studies B.A.	University of California, Los Angeles	The Portuguese major is dedicated to the study and teaching of one of the languages, literatures, and cultures of the Hispanic heritage. It maintains a strong commitment to the value of original research and professional instruction at all levels of its activities. The richness of the culture is amply represented in the extensive range of courses offered allows undergraduate students to pursue many possible interests and enables graduate students to concentrate in depth in several areas of specialization.	http://newstudents.ucla.edu/studyarea/?id=166
Political Science B.A.	University of California, Los Angeles	The undergraduate major in the Department of Political Science aims to provide students with understanding of basic political processes and institutions as these operate in different national and cultural contexts. It also covers the interaction between nation states, the changing character of the relations between citizens and governments, and the values and criteria by which the quality of political life is judged. The program may be individually focused to serve the needs of the liberal arts major, the student seeking preparation for graduate work in political science, public administration, law, and other professional fields, and the student preparing for specialized roles in political and public organizations.	http://newstudents.ucla.edu/studyarea/?type=MAJ&code=699
Physiological Science B.S.	University of California, Los Angeles	The cornerstone of the physiological science curriculum is vertebrate physiology, with emphases on integrative functions. The research and educational programs focus on integrative physiology at several levels of organization from molecules to living organisms, microscopic structures to macroscopic organization, and cellular properties to organ functions. Students receive comprehensive instruction in all areas of physiological science, while elective courses reflect faculty research expertise, including developmental neurobiology, gene regulation/neural development, cellular neurobiology, molecular neurobiology, neuromuscular physiology, neuroendocrine physiology, cardiac physiology, diet and degenerative disease, auditory and visual behavior, biomechanics of rehabilitative medicine, muscle cell biology, inflammatory cell biology, vascular biology, cardiac electrophysiology, neuromotor control, and social control of neuronal plasticity.	http://newstudents.ucla.edu/studyarea/?type=MAJ&code=671
Philosophy B.A.	University of California, Los Angeles	The benefits of an undergraduate education in philosophy are those Francis Bacon attributed to reading, conversation, and writing: reading gives us material for our own thought; conversation, facility at sharing and debating ideas; and writing, the ability to fix ideas with precision. A typical philosophy course involves reading: from the center and margins of the major world traditions, to modern thinkers framing today’s urgent issues. It also involves conversation, as philosophers like to test ideas out in company and learn from those who see things differently to them. The final test of a philosophical theory or argument is to submit it to the rigor of writing. Philosophical writing, in the ideal, is clear, exact, and free of the rhetoric that may be able to temporarily sway an opponent in the heat of conversation.	http://newstudents.ucla.edu/studyarea/?type=MAJ&code=651
Nordic Studies B.A.	University of California, Los Angeles	The B.A. in Nordic Studies trains undergraduate students in a comprehensive, interdisciplinary understanding of the Nordic region (Denmark, Norway, Sweden, Finland and Iceland, along with Greenland, and the Faroe Islands). The goal of the major is to provide the student majoring in Nordic Studies with a robust knowledge of the cultures and histories of the Nordic countries from a global and transdisciplinary perspective. Importantly, the major allows interested students an opportunity to explore the Nordic region from the perspective of non-Humanities disciplines if they so choose while requiring a strong grounding in the history and cultures of the region.	http://newstudents.ucla.edu/studyarea/?id=410
Neuroscience B.S.	University of California, Los Angeles	Neuroscience seeks to understand the brain in health and in disease. Topics of fundamental interest include perception, cognition, learning, memory, motor control, and regulation of body function. The undergraduate interdepartmental program seeks to explore the principles and concepts of this broad range of nervous system function at many levels of analysis, including molecular, cellular, synaptic, network, computational, and behavioral.	http://newstudents.ucla.edu/studyarea/?type=MAJ&code=594
Computer Science, BS	University of Illinois at Urbana-Champaign	The Computer Science curriculum provides both a broad and deep knowledge of the theory, design, and application of computer systems, with an emphasis on software systems. Because computing is ubiquitous, application areas involve virtually any field imaginable - from developing gene sequencing algorithms via techniques in computational biology, to designing user interfaces for mobile applications; from designing methods for high frequency trading, to creating computer generated graphics and special effects in the gaming industry; and from creating embedded real time systems to be deployed in medical devices, to analyzing social data from internet communication patterns. During the first two years the curriculum provides a strong foundation in mathematics, science, and computation. Advanced coursework in areas of the student's choosing follows in the second two years, which include either a senior thesis or a senior project. Graduates may go on to graduate study or leading positions in industry.	http://catalog.illinois.edu/undergraduate/engineering/computer-science-bs/
Crafts, BFA	University of Illinois at Urbana-Champaign	The curriculum in Crafts consists of a concentration in Metals. The BFA program focuses on the development of individual artistic and design capabilities, critical perceptions, and the mastery of comprehensive technical skills. The program emphasizes strengths in conceptual and material specialization. The curriculum supports professional training for the self-sustaining visual artist and provides the skills necessary for students to pursue an advanced degree in the arts. The curriculum in Crafts requires 122 credit hours.	http://catalog.illinois.edu/undergraduate/faa/crafts-bfa/
Computer Engineering, BS	University of Illinois at Urbana-Champaign	Computer Engineering at The Grainger College of Engineering focuses on the development of vital computing technologies, ranging from chips to computers to networks to programming tools to key algorithms for building exciting applications. Fundamentally, Computer Engineering addresses the problem of building scalable, trustworthy computing systems, and the faculty's interests span a broad spectrum of issues pertinent to this theme. Computer engineering has taken the lead in revolutionizing many science and engineering disciplines with parallel computing, from chips to clouds to planet-scale critical infrastructures, and has defined new standards of security, privacy, and dependability for systems ranging from small circuits to the electric power grids of many nations. Students need a broad and sound set of mathematical and computing skills, and are well-served by a flexible curriculum that enables them to pursue topics of interest among the many subdisciplines in computing.	http://catalog.illinois.edu/undergraduate/engineering/computer-engineering-bs/
Community Health, BS & Public Health, MPH	University of Illinois at Urbana-Champaign	A 5 year BS MPH joint degree program is available for students majoring in Community Health, I-Health, or Kinesiology. Students apply for the program in the latter part of their third year (junior year) of study. Students accepted into the BS MPH joint degree program take 12 credit hours of coursework in their senior year that apply to both BS and MPH degrees. In the 5th year of study, students complete the remaining requirements for the MPH degree, and graduate simultaneously with both BS and MPH degrees. 	http://catalog.illinois.edu/undergraduate/ahs/community-health-bs-public-health-mph/
Community Health, BS	University of Illinois at Urbana-Champaign	The Community Health Program at the University of Illinois prepares students in the ever changing world of health care and health behavior as practitioners and offers three concentrations at the undergraduate level: Health Education & Promotion, Health Planning & Administration, and Rehabilitation Studies. All curricula are built on a foundation of general education courses which emphasize communication skills and critical thinking. The Professional Core courses are designed to help students develop skills in planning, implementation, and evaluation in the context of health services and programs. Students must complete an internship during their senior year in a setting related to the degree and their interests. Recent internship sites have included the American Heart Association, the American Red Cross, hospitals, nursing homes, fitness centers, work site health education programs, and substance abuse prevention centers.	http://catalog.illinois.edu/undergraduate/ahs/community-health-bs/
Civil Engineering, BS	University of Illinois at Urbana-Champaign	Civil and environmental engineers apply basic principles of science, supported by mathematical and computational tools, to address the biggest challenges facing society: ensuring clean air, safe drinking water and sanitation; addressing our changing environment; protecting the population from natural and man-made hazards; designing a sustainable infrastructure that serves everyone; re-imagining human and commodity traffic for an automated future; and of course designing and constructing the world’s tallest buildings and most iconic bridges.	http://catalog.illinois.edu/undergraduate/engineering/civil-engineering-bs/
Chemical Engineering, BS	University of Illinois at Urbana-Champaign	The first two years of the Chemical Engineering curriculum provide a strong foundation in basic sciences through Physics, Mathematics, Chemistry, an introduction to what Chemical Engineers do, and the fundamental basis of Chemical Engineering (Mass and Energy Balances and Thermodynamics.)  In the third year, students delve deeper into more specialized Chemistry courses such as Physical and Analytical Chemistry, while exploring fundamental Chemical Engineering courses such as Momentum Transfer, Separations, and Reactor Design. The Senior year incorporates all of this learning through high level technical electives, Process Control, Capstone Lab, and Capstone Design courses. It is through the lab and design class that students apply everything they have learned in previous Chemical Engineering courses to real-world team projects and presentations.	http://catalog.illinois.edu/undergraduate/las/chemical-engineering-bs/
Brain & Cognitive Science, BSLAS	University of Illinois at Urbana-Champaign	The Brain and Cognitive Science major introduces the student to a simple question: How do intelligent systems work? Our world provides two examples of complex intelligent systems—human beings (and possibly some other animals) and intelligent computer systems. Brain and Cognitive Science majors investigate the brain and behavior of intelligent biological systems (e.g. people) from the perspective that the brain is a kind of computer. Consequently, students must learn about how brains and computers work, and how these can explain what we know about mental functions including perception, learning, memory, and language. Brain and Cognitive Science majors make use of discoveries from a number of different disciplines, including psychology, neuroscience, computer science, linguistics, philosophy, and anthropology, and has applications to the development of technology in education, health, language sciences, and design.	http://catalog.illinois.edu/undergraduate/las/brain-cognitive-science-bslas/
Bioengineering, BS	University of Illinois at Urbana-Champaign	Bioengineers use engineering principles to solve problems in the life sciences, human health and medicine, and related industries. At the undergraduate level, the goal of bioengineering education is to instill a fundamental understanding of biology while developing core skills to design technologies relevant to human health and disease.	http://catalog.illinois.edu/undergraduate/engineering/bioengineering-bs/
Art & Art History, BFA	University of Illinois at Urbana-Champaign	The Program in Art & Art History at the University of Illinois, Urbana-Champaign is unique. Housed in the School of Art & Design in the College of Fine and Applied Arts, the Program in Art History offers a Bachelor of Fine Arts degree in a combined Art History and Studio/Design course of study, providing a broad cultural education that unites academic  and studio training. Students who earn this degree will be qualified to pursue a range of careers, museum work, or graduate study in either art history or studio practice.	http://catalog.illinois.edu/undergraduate/faa/art-art-history-bfa/
Architectural Studies, BS	University of Illinois at Urbana-Champaign	The Bachelor of Science in Architectural Studies BSAS is a pre-professional degree that prepares students to enter a professional 2-year M ARCH degree. The program provides a strong foundation in design, technology and history as they relate to architectural practice. The degree also provides students with a broad liberal arts foundation that can lead to many other career options.	http://catalog.illinois.edu/undergraduate/faa/architectural-studies-bs/
Agronomy, BS	University of Illinois at Urbana-Champaign	Agronomy is the fundamental agricultural science: managing multiple parts of agricultural systems to sustainability and economically meet the growing need for food, fuel and fiber. The agronomy major provides a foundation that by necessity integrates the science and practice of agricultural production through courses in plant biology, genetics, weed and pest management, soil science, environmental quality, and agricultural management practices. The program also offers many opportunities to participate in research and internships. This curriculum prepares students for careers in agricultural sciences as well as for entrance into graduate and professional schools. Our students pursue employment in scientific research or fields related to agronomy including crop consulting, soil and crop management, international food security and agricultural development, and science policy.	http://catalog.illinois.edu/undergraduate/aces/agronomy-bs/
Agricultural Leadership & Science Education, BS	University of Illinois at Urbana-Champaign	The Bachelor of Science with a Major in Agricultural Leadership & Science Education curriculum prepares students for positions requiring expertise in formal and non-formal education. Examples include teaching agriculture in the public schools; cooperative extension work; training and program development; and other education-related positions in agricultural and environmental agencies and businesses.	http://catalog.illinois.edu/undergraduate/aces/agricultural-leadership-science-education-bs/
African American Studies, BALAS	University of Illinois at Urbana-Champaign	African American Studies is a field that systematically explores the life and culture of African American peoples and their African Diaspora relationships, patterns, and ties.  Those who major in African American Studies will learn about the historical, political, ideological, legal, social, artistic, and economic issues affecting African Americans.  They will learn about the dignity-affirming struggles of African American people to have their humanity acknowledged, valued, and understood. 	http://catalog.illinois.edu/undergraduate/las/african-american-studies-balas/
Aerospace Engineering, BS	University of Illinois at Urbana-Champaign	The Aerospace Engineering curriculum provides a strong fundamental background in engineering, mathematics, and science, along with the ability to apply this fundamental knowledge to the analysis and design of future aircraft and spacecraft. It also prepares students for lifelong learning and the attainment of their career goals in the field of aerospace engineering and in a wide range of other areas. The concepts of system design are introduced early in the curriculum and culminate in the yearlong senior capstone design experience (AE 442, AE 443), in which students work in teams to respond to a design challenge from industry, government, or a professional engineering society. A total of 18 hours of technical and free electives allows the student to pursue an individualized program of study.	http://catalog.illinois.edu/undergraduate/engineering/aerospace-engineering-bs/
Advertising, BS	University of Illinois at Urbana-Champaign	ADVERTISING (ADV), offers students the opportunity to learn and think about advertising as a way of modeling the mind, as a material reflection of social structure, as a fundamentally modern phenomenon, as an art form and even as a basis for community, by drawing on insights from psychology, sociology, history, literature, and anthropology. This program will thoroughly infuse the understanding of consumer behavior and message knowledge base and, therefore, provide a long-lasting education for students.	http://catalog.illinois.edu/undergraduate/media/advertising-bs/
Actuarial Science, BSLAS	University of Illinois at Urbana-Champaign	This major is sponsored by the Department of Mathematics, and is an interdisciplinary subject involving mathematics, statistics, and financial economics. It is designed to prepare students to enter the actuarial profession, as well as to provide a background in quantitative finance and risk management.	http://catalog.illinois.edu/undergraduate/las/actuarial-science-bslas/
Accountancy, BS	University of Illinois at Urbana-Champaign	The Gies accountancy major combines technical knowledge in accounting, assurance, taxation, and data analytics with professional competencies in critical thinking, communication, leadership, and strategic decision-making. Accountancy majors will study the principles, concepts, and methods used to record and report the transactions and activities of a business entity, as well as the tools and processes to audit and analyze accounting information. Accountancy majors will also study the role of accounting information in shaping and implementing key business strategies. Career opportunities for accountancy majors include positions in audit and assurance services, corporate accounting, taxation, consulting and advisory services, and in governmental and not-for-profit entities.	http://catalog.illinois.edu/undergraduate/bus/accountancy-bs/
Human Development & Family Studies, BS	University of Illinois at Urbana-Champaign	The Human Development and Family Studies program prepares students for graduate/professional education or employment in areas such as pediatric services in hospitals, medicine and allied health fields, marriage and family therapy, family law, human resources, child care services, family life education, social work, counseling, human services, and business activities related to children and families. Students select course work according to their interests in human development, such as infancy, early childhood or adolescence, and relationship and family science, such as intimate relationships, parent-child interaction, and family stress and change. Basic courses in these areas are linked to practical experiences in educational and community settings, and most courses emphasize issues related to cultural diversity and gender. Students develop an individualized plan within this major according to their career and professional interests.	http://catalog.illinois.edu/undergraduate/aces/human-development-family-studies-bs/
History, BALAS	University of Illinois at Urbana-Champaign	Studying History at the University of Illinois, Urbana-Champaign will prepare you for informed participation in public life and wide array of career paths, including in law, government, public policy, business, film-making, teaching, advertising, public relations, social work, the media, publishing, diplomacy, and military intelligence.  The requirement that every Illinois History major successfully complete a work of original historical research means that our graduates have a demonstrated capacity to think contextually, locate and analyze evidence, evaluate competing viewpoints, assess causation, offer new interpretations, and solve complex problems.	http://catalog.illinois.edu/undergraduate/las/history-balas/
History of Art, BALAS	University of Illinois at Urbana-Champaign	The Program in Art History is unique at the University of Illinois, Urbana-Champaign. Though housed in the School of Art and Design in the College of Fine and Applied Arts, the Program in Art History offers a Bachelor of Arts degree in the History of Art from the College of Liberal Arts and Sciences.	http://catalog.illinois.edu/undergraduate/las/history-art-balas/
Graphic Design, BFA	University of Illinois at Urbana-Champaign	The curriculum in graphic design requires 122 credit hours and prepares the student for entrance into the professional practice of design visual communications. Studio work addresses graphic design fundamentals (typography and image making), design history and contemporary practices, research methods, user experience, and social responsibility. Students engage with complex problems and are asked to identify opportunities where design can intervene. In addition, students have the opportunity to develop their personal interests by taking advantage of a highly interdisciplinary selection of elective courses offered by the School of Art + Design, including photography, video, traditional printmaking, sustainability, advanced interaction design, and the design of Ninth Letter, a nationally-distributed and award-winning literary arts journal.	http://catalog.illinois.edu/undergraduate/faa/graphic-design-bfa/
Global Studies, BALAS	University of Illinois at Urbana-Champaign	The Program in Global Studies with the European Union Center offers a 5-year BALAS /MA degree program in Global Studies and the Master of Arts in European Union Studies (MAEUS). In order to be admitted to this degree program, students apply through a joint application process to their BALAS-granting program and the European Union Center during their third year of studies. Requirements for this degree program are identical to those for the stand-alone BALAS and for the stand-alone MAEUS. Students will receive both degrees when the requirements are met for the degrees; the BALAS and MA degrees will be conferred separately and  independently. More detailed information may be obtained from department and EUC offices.	http://catalog.illinois.edu/undergraduate/las/global-studies-balas/
Germanic Studies, BALAS	University of Illinois at Urbana-Champaign	The BALAS in Germanic Studies serves to develop competence in German or Scandinavian languages and cultures. Students will gain familiarity with the structure of the language and its use in the context of business, contemporary culture, intellectual history, literature, and science.	http://catalog.illinois.edu/undergraduate/las/germanic-studies-balas/
Geology, BSLAS	University of Illinois at Urbana-Champaign	The Sciences and Letters Curriculum in Geology (BSLAS), administered by the Department of Geology, is designed for students who want a more flexible course of study than is provided by the Specialized Curriculum in Geology and Geophysics. It may be used by those wishing to obtain a more liberal education and/or background in geology for use in fields such as anthropology, business, mineral economics, regional planning, journalism, law, sales, or library and information science. It is not intended to prepare a student for graduate work in the geological sciences unless the student selects additional courses in mathematics, chemistry, and physics comparable to those required in the Specialized Geology and Geophysics Curriculum. Students must choose from the following: Geology, Earth and Environmental Sciences, or Earth Science Teaching.  The Earth Science Teaching Concentration is designed for students preparing to teach earth science at the secondary school level.	http://catalog.illinois.edu/undergraduate/las/geology-bslas/
Geology, BS	University of Illinois at Urbana-Champaign	The Specialized Curriculum in Geology (BS) is designed for students who plan to pursue graduate study in geology or geophysics or who wish to work professionally in the environmental field upon obtaining the bachelor's degree. It consists of geology, geophysics, and environmental geology areas, and offers more training in geology and related science than is required of students who make geology their major in the Sciences and Letters Curriculum.  Students must choose one of the following: Geology, Geophysics, or Environmental Geology.	http://catalog.illinois.edu/undergraduate/las/geology-bs/
Finance, BS	University of Illinois at Urbana-Champaign	The field of finance is primarily concerned with the acquisition and management of funds by business firms, governments, and individuals. A business seeks financial advice when considering the purchase of new equipment, the expansion of present facilities, or the raising of additional funds. Determining the value of financial and real assets and derivatives is a key activity in finance.	http://catalog.illinois.edu/undergraduate/bus/finance-bs/
Engineering Technology & Management for Agricultural Systems, BS	University of Illinois at Urbana-Champaign	The major in Engineering Technology and Management for Agricultural Systems is designed to prepare students as problem solvers for systems involving the application, management, and/or marketing of engineering technologies. Students are instructed in engineering and business principles in preparation as technically competent business persons for professional careers as entrepreneurs, marketing representatives, or plant managers working with service organizations, manufacturers, corporate farms, retail dealers, power suppliers, contractors, or management companies from production through processing and distribution.	http://catalog.illinois.edu/undergraduate/eng_aces/engineering-technology-management-agricultural-systems-bs/
Engineering Physics, BS	University of Illinois at Urbana-Champaign	In the Physics (Engineering) program, students will study, measure, and manipulate the fundamental interactions of matter, energy, space, and time. This fundamental branch of science forms the foundation of all natural sciences and engineering disciplines. Students in this major will gain a deep conceptual and mathematical understanding of the world through their coursework and hands-on learning opportunities. This program will give students the tools to quantitatively break down complex problems to solve scientific mysteries and reveal the inner workings of nature. Further, the program will provide students with the keys to a wide range of challenging and fulfilling careers, whether they plan to enter a graduate or professional school or join the private-sector workforce after graduation. There is also the option for students to earn a Secondary Education minor and obtain certification to teach Physics in high schools.	http://catalog.illinois.edu/undergraduate/engineering/engineering-physics-bs/
Engineering Mechanics, BS	University of Illinois at Urbana-Champaign	The Engineering Mechanics program at Illinois (accredited by the Engineering Accreditation Commission of ABET, www.abet.org) is a major that focuses on the principles of mechanics that underpin design and engineering in diverse industries including materials, energy, biotechnology, civil, and aerospace to name a few. Students learn rigorous mathematical, scientific, and engineering principles in subject areas such as statics, dynamics, strength of materials, and fluid dynamics. Further, Engineering Mechanics students learn how to apply these basic principles in modern engineering design through laboratory and project work. The program also benefits from a cohesive secondary field which students can tailor to fit their academic and career objectives. Engineering Mechanics is well suited for students with an interest in analysis and design, and physical principles.	http://catalog.illinois.edu/undergraduate/engineering/engineering-mechanics-bs/
Electrical Engineering, BS	University of Illinois at Urbana-Champaign	Electrical engineering is a multifaceted discipline that over the last century has produced an astounding progression of technological innovations that have shaped virtually every aspect of modern life. Electrical engineers need a broad and solid foundation in mathematics and physics to support their education in the engineering principles of analysis, synthesis, design, implementation, and testing of the devices and systems that provide the bedrock of modern energy, communication, sensing, computing, medical, security, and defense infrastructures. Within each subdiscipline one can find application domains that strongly rely on hands-on experimental work or that are based on theoretical, mathematical and computational approaches. The multidisciplinary nature of the electrical engineering education addresses the growing demand for the innovation and design of sensing, communication, computing, and decision-making systems of increasing complexity in consumer, defense, and medical applications.	http://catalog.illinois.edu/undergraduate/engineering/electrical-engineering-bs/
Dance, BFA	University of Illinois at Urbana-Champaign	The BFA curriculum in dance is an intensive program of study for the dedicated student, offering coursework in the areas of technique, composition, and performance. The curriculum also includes requirements in production, improvisation, music theory and literature for dance, teaching, history, movement sciences, and repertory. Electives may be taken in additional ballet and modern classes, tap, jazz, improvisation, contact improvisation, global dance forms, yoga, Alexander Technique, partnering and Laban movement analysis, Labanotation, screendance, choreographer-composer workshop, dance technology, and independent study.	http://catalog.illinois.edu/undergraduate/faa/dance-bfa/
